vid,channelId,title,channelTitle,categoryId,tags,cc_segment
ksf8zEy1TC8,UC8p1vwvWtl6T73JiExfWs1g,Breaking down FEMA boss' testimony on hurricane response,CBS News,25.0,"['Politics', 'Donald Trump', 'House Oversight Committe', 'Hurricane', 'United States Congress', 'Government Shutdown', 'Republican Party', 'North Carolina', 'Deanne Criswell', 'Federal Emergency Management Agency', 'U.S. House of Representatives', 'America Decides Segments', 'U.S.', 'CBS News']","> > > welcome back to `` america decides '' and good to have with us . the director of the fema agency testified before the house oversight committee , and at least one employee and it is worth noting that one employee was fired because of denying aid to those with trump lawn signs . and this is dan criswell . > > my senior leadership team provided me with the visual evidence that this employee had issued these instructions and recommended that the employee be terminate and i on cured and directed the termination of this employee . i released a statement that day and i will repeat what i said to all of my employees and the american people . this type of behavior and action will not be tolerated . > > cbs news news correspondent scott cfarland joining me , and where is funding for fema , and what is request and what is congress ' current disposition toward that ? > > it is a mess right now , but to be clear about that clip that we just played about the fema administrator being asked in several ways and several ways about the rogue employee , it was a proxy battle about something different and what the republicans tried to do and laced the opening statements with the argument is to make a case that the federal government has too many people in their words unaccountable , and not directly reporting to the president , and that they may need to change that in a trump administration , and we have heard that trump administration is going to be keen on shaking up how washington works including the civil service , including how the federal agencies function , and this is the foreshadowing of an argument in january and how things like fema function from soup to nuts and top to bottom , and put that aside to talk about the money , because fema is short of cash . > > and this one employee must be one of many in a problem , and you could just feel the finger pointing of the trump loyalists on this congressional hearing today , and they wanted to talk about the bigger macro issue . and money , fema is running short of money , and the small business administration that provides loans to homes and small businesses that are in the hurricane zones are flat out out of money , and all of the other agencies are stretched by wildfires and tornadoes and other things in the past few months . there is a hearing tomorrow in the u.s. senate appropriations committee of getting some money out of the door soon to deal with the problem that should have been dealt with in september or october , and the hearing is not going to culminate with a bill tomorrow , and still taking weeks to put pen to paper , and may take unsill september 20th to pass legislation , and one senator from north carolina tim budd explained why it may be a little too late . > > we wanted it done yesterday and we will with urgency that the dollars are coming quickly and spent in the right way . > > might this have to wait until december 20th . > > well , we will push it with relationships in the house and the senate to make sure that we are clearing through all obstacles and objections to get it to north carolina as quickly as possible . > > and major , this is the bottom line , this disaster shortfall was a problem in october , and congress decided to punt it until after the election , and which they have done it , and slow out of the gates , and that bothering people . > > and december 20th is relevant why ? > > it is the deadline for the next government shutdown and they have to pass funding for the new government itself , and the only bill to get out of washington that the disaster money can hitch a ride to or it is stalemate in other things . > > so you either roll this money into that or it waits until the next congress and uncertain future to put it mildly ? > > yes , and what is more , the republicans may want to punt deeper into next year , the next time they want to deal with this , because the next time they want to give president trump some runway to be"
Z93faXMNJa4,UCBi2mrWuNuyYy4gbM6fU18Q,Ginger Zee explains the dangers of hurricane landfall at night,ABC News,25.0,"['news', 'breaking news', 'live news', 'daily news', 'world news', 'us news']","d it will start to fall away at structures and certainly cars they were down there would be floating right now . and this is certainly , i guess , an understatement to say . > > hold onto your hat kind of weather . we do now have a set , 1.1 million people are without power in . and you mentioned that this next 12 hours is really going to be punishing . talk to us about just the dangers of this coming at night , making landfall at night , similar to helene . landfall at night is hard because you will for many reasons , ca n't see what they 're hearing and what they 're seeing . and if the water starts coming in their doors . they ca n't get out of their doors , their homes . and then if they say , oh , my gosh , i feel like i do n't want to be in my house i 'm feeling unsafe . they might . and i 've heard stories like this . so crawl out the but it is pitch black . you ca n't see where you 're going . you ca n't you know , the power of the water is overtaking you . in the middle of the night only amplifies all of the issues . and rescues are so much more difficult for first responders to find everybody . so my hope is that everybody off where they needed to be"
W2DiC_4oX8Q,UC8p1vwvWtl6T73JiExfWs1g,Flooding threat for millions as Francine continues across the South,CBS News,25.0,"['""Weather Forecast""', '""CBS Mornings Clips""', 'U.S.']","staying with weather news what remains of hurricane francine is still a powerful storm in the south and millions are under a flash flood threat in tennessee alabama and georgia outside new orleans some streets are still flooded yesterday while in mississippi trees were knocked down by wind gusts up to 55 miles an hour dave mov is in h louisiana parts of louisiana were still underwater nearly a day after hurricane francine made landfall just north of new orleans the heavy rain caused lake pon and train to spill over its banks making the streets look like canals in mandaville yesterday you new video from the ascension paris sheriff 's office shows a woman being rescued she became pinned under a fallen tree in donaldsonville just after the hurricane made landfall on wednesday night several deputies had to work to rescue her using chainsaws during the brunt of the storm in h we met a thrift store owner and his wife dan and samantha stevens who are grappling with the aftermath there some really good people in this neighborhood and a lot of them are less fortunate and they look forward to coming here their favorite place the hurricane force winds peeled the roof right off and brought down the walls in the heart of tabone parish i mean all junk stores have junk but i mean if you look right behind you you got a special collection of stuff godzilla m ky kiss stuff from from the 80s all that stuff is very very rare this is what was dealt to you this is what dealt to me you know i 've been blessed my whole life so if this is the only bad thing happens to me i 'm good man outside the store there 's this pile of rubble but there is no power in this neighborhood we 're among 100,000 customers across the state waking up without lights but the governor told us that there were no storm related deaths after francine so that is a big relief for us here that is certainly good news dave thank you very much"
KNqBiS5j6Rw,UC8p1vwvWtl6T73JiExfWs1g,Surge in Thanksgiving travelers expected amid winter storm threat,CBS News,25.0,"['Thanksgiving', 'Travel', 'Airlines', 'Severe Weather', 'Winter Storm', 'AAA', 'American Airlines', 'Charlotte', 'Strike', 'The Daily Report with John Dickerson Clips', 'U.S.', 'Travel Watch', 'CBS News']","until everything is negotiated . back to you . > > debora patta , thank you . > > > this thanksgiving travel week is expected to set records from the roads to the rails to the skies . nearly 80 million americans are expected to travel at least 50 miles from home between tuesday and the monday after thanksgiving . many of those travelers will fly . the tsa says it expects to screen 18.3 million people at the nation 's airport during that seven day time frame . it marks a 6 % increase from the same time last year . the surge in travelers comes as forecasters predict a wave of winter storms across the u.s. the national weather service in sacramento , california issued a warning saturday through tuesday . california and the pacific northwest are already working to recover the deadly bomb cyclone and atmospheric river that spread through the region last week . kris van cleave is following things for us at new york liberty airport . how is this expected to impact the travel and flying ? > > they feel good about the forecast going into the thanksgiving week . they have about a 92 % completion factor . that is a really good number , if you have 92 % of the flights arriving on time , even though we have had some weather issues today . we have seen very , very few cancellations given the number of flights that are flying , even on friday when we were contending with storms on both coasts and staffing issues at air traffic control in the northern area that impacted airports . it is happening again today . overall , the airlines have performed well . on the roads , you will see some places where you may have some icy conditions , certainly some cold weather , particularly on the drive back . there is some chances for some potentially disruptive weather after the holiday . and we know there l rain and things on the way . there will be points where the driving may be in the ickey category but it does n't look like anything is shaping up to derail the trek home . > > walk us through the new american airlines boarding system at select airports . > > sure . so american is rolling this out to 100 airports ahead of thanksgiving . it is basically a boarding system that will alert the gate agent if someone is boarding before their group has been called , basically whether you are intentionally or otherwise jumping the line , it will make a noise when you try to scan the boarding pass and flash on the screen that this person is boarding too soon and they will ask you to go back and wait your turn . they say it has improved the flow of boarding in the airports where they have tested it and it is really an effort to try to combat the crowding , surge of people that moves towards the boarding door when they start boarding . one of the biggest complaints for frequent fliers is people getting in the way of the early boarding process and the crowding that complicates everything . > > i like rules and order . i 'm all for it . i 'm looking forward to it . workers at the airport in charlotte , north carolina begin striking monday . tell us what the employees do , what they are demanding and the potential impact . charlotte is a hub for american . > > sure . these are airport support workers , folks who help with wheelchair assist ps . they clean the airplanes between flights , those kinds of things . they are seeking better pay . they make anywhere from $ 12 to $ 19 an hour . they say that is not enough to live . so they staged a strike today . it has only really had minimal impacts on american 's operations in charlotte today . we expect this to be a one day labor action so probably not something that is going to disrupt later in the rush here as we get here tomorrow , wednesday , and sunday . it is an ongoing labor dispute over what the workers say is a wage that does n't allow the"
GGbpT5kuYMU,UCCjG8NtOig0USdrT5D1FpxQ,"Harris in North Carolina, promises ongoing Hurricane Helene help | NewsNation Prime",NewsNation,25.0,"['2024 election', 'kamala harris', 'hurricane helene', 'greenville north carolina', 'WatchPrime']","trump and the rally attendees was never in jeopardy . of course we 'll keep tracking this for you . and as trump is in arizona , vp kamala harris is in north carolina for a second day today taking new shots at the former president . of course , the state still recovering from hurricane helene and harris joined the volunteers packing emergency supplies . this weekend and in today 's rally , she stressed how the administration will be we will be with you every step of the way . like this . we stand together as 1 nation . that is we are . let 's take a look at where things stand in the swing state . the candidates in a dead heat . according to the latest from decision desk hq in the hill and news nation 's alina shirazi joining us from dc really know what new things to be here from harris today . dana tausha , good evening . want you to focus a lot of her remarks , a lot of her speech on the former president 's she called him out for not releasing his medical records like we reported yesterday . not doing the 60 minutes interview or a second presidential debate with her . i think that no one has been as dangerous to this country . i want him to hide away . and that people will see that he is too weak and unstable . vice president kamala harris campaigning in north carolina marking her 19 visit harris down in the tar heel state trying to woo black voters still trying to contrast herself with the former president saying today . he has no solutions . donald trump cares more about scaring people . on problem instead of real leaders do which is to participate in fixing problems . the united states . i will be focused each and every day on solving problems that affect you . and your family . but her message does not appear to be winning over some key voters . new polling shows democrats losing major support from latino voters compared to the last 2 elections . a 20 % drop since 2016 , it comes just a day after other polling shows harris also losing support by double digits with black voters today . the harris campaign dismissed the board polling at telling news nation she 's winning on issues like abortion with minority voters . but some democrats now worry black men wo n't show up for the vice president . yes , i am concerned . a mist and home voted for trump . but my concern going tend to keep or from being agenda . this content , new campaign surrogates are also trying to build energy for the harris campaign . former president bill clinton and the first lady , jill biden , both stumping for her in key battleground states trying to give her a last-minute boost . our plan is better and will much to the national debt . it will spark more growth will be better it 's far better for the environment . harris 's north carolina rally today comes ahead of a busy week for her campaign . tomorrow . the vice president will be back in the key swing state of pennsylvania and former president barack obama returns to the campaign trail on friday trying to rally voters in arizona . and following tomorrow 's pennsylvania rally . we know that harris will be sitting down for a live interview with influential radio host charlamagne the god . all eyes are going to be on that interview . certainly and"
a01puB8A0p4,UCCjG8NtOig0USdrT5D1FpxQ,"Mexican cartels flood US with fentanyl, causing 200+ deaths daily | NewsNation Prime",NewsNation,25.0,['WatchPrime'],"morphine . hundreds of times stronger than heroin and less than a single pill of it can kill more than 2 100 americans dying each and every day from overdosing on fentanyl . the bulk of which is coming from just 2 cartels in mexico news nation correspondent jorge ventura joining us live tonight with a look at what is driving this massive epidemic here in the u.s. jorge . when a touch when it comes to the substance offense no other substance even comes close just to the death toll that it causes every single day . it claims the lives of 2 100 americans in the majority . the fentanyl being brought into united states illegally mexican cartels . the sinaloa cartel and how these cool new generation who show no signs of slowing down the relentless offensive operations . the masterminds behind america 's fentanyl crisis . the scene a little and highly school cartels are the main players sourcing precursor chemicals directly from china . the views a variety of tricks mislabeled packages secret codes hit in photos . encrypted messages . all to bypass international regulations in law enforcement payments are made in untraceable cryptocurrency and wants his turn into deadly fentanyl in hidden laps . one of the leaders behind operation is ease miles and biden . the cold front of the sinaloa cartel american authorities in july . the 76 year old has been charged trafficking offenses and monday laundry and miles leadership . the cartel became one of the most violent powerful drug organizations . responsible for distributing thousands of pounds of fentanyl into the united states . the numbers are staggering in 2021 the dea sees about 23 million fentanyl pills nearly 7,000 pounds of powder . fast forward to last year . in those numbers . skyrocket over 80 million pills in close to 12,000 pounds of fentanyl powder seas . it 's not slowing down . so far this year over 37 million pills more than 5,400 pounds of fentanyl powder have already been make over 2 169 million deadly doses . but behind every statistic is a story . stephanie turner , a mother from texas lost her son tucker to fentanyl poisoning . tucker was a young man training for a triathlon when he was struggling with sleep anxiety in desperate attempt to find relief . he purchased just one pill social media . a pill that cost him his life . fentanyl is taking a whole generation of million mines . if you do n't receive account that has stunned to not killed killed . government officials are struggling to stop the influx . california task force ease over 8 0.8 million fentanyl pills this year alone while texas enacted laws to persecute fentanyl related deaths as murders . meanwhile , the biden administration renewed partnership which i it aims to cut off precursor chemical supplies fueling the crisis . southern border . this is a top issue . texas dps is does n't 21. they 've already seized over 5 100 million lethal to kill everyone in the u.s. and mexico . the most frightening part about the natasha 's this about the millions of that those is that they able to catch here in"
ikhhL4_uA6I,UCBi2mrWuNuyYy4gbM6fU18Q,"Flooding in Valencia, Spain, leaves dozens dead",ABC News,25.0,"['European nation', 'Flooding', 'Spain', 'Valencia', 'abc news', 'abcnl', 'dozens dead', 'natural disaster', 'p_cmsid=2494279', 'p_vid=news-115349928']","and at least 95 people are now dead after flash floods in southern and eastern spain officials are calling it the worst natural disaster to hit the european country in recent memory now search and rescue efforts are underway as at least 2,000 people are still missing or trapped foreign corespondent james longman joins me live now with the latest james emergency services say almost all of these deaths have been recorded in valencia now officials are being questioned over late flood warning so how are officials there responding does it seem like this could have been prevented well big questions there diane i 'm not sure about prevented but at least people given much earlier warnings apparently text messages went out to people some 8 hours after the flood began but uh we understand that uh as much water fell in just eight hours that normally falls in a year so people were just not given the warning that is the suggestion it 's not clear at this stage is also a suggestion that perhaps a unit set up specially to respond to natural disasters in the region was dismantled uh very recently and so there 's again criticism of that but there 's no doubt about it this is one of the worst natural disasters in spain 's history i mean just take a look at these photographs water smashing through countless communities the the images of the cars that have been just tossed around like toys in the street just gives you a sense of the ferocity uh of this flood and it 's the timing you know it just happened so quickly people had absolutely no sense that this was going to happen uh power is a massive issue at the moment moment power lines have been wiped out in so many areas so people are without power access now for the recovery effort that is a real difficulty and there are so many areas that you can only get to by helicopter so this really is just not over yet for the people of south southeastern spain d well and on that note james the spanish prime minister says this has n't finished those are his words because new storms are on the way so what could that mean for the search and rescue efforts in these areas already devastated by this flash flooding yeah diane it 's it 's terrifying for people living in the southeast i mean there 's more rain forecast and the rescue effort has n't really even properly begun yet because so many areas are inaccessible those cars apparently there are bodies in number of them many of them and they have to be recovered the army now the spanish military they 've been drafted in to try to help with this but clearly it 's a a terrifying time for the people of that region the king king felipe has announced 3 days of mourning for this catastrophe all right foreign correspondent james longman in london for a san james"
VB2gLgumSWU,UCBi2mrWuNuyYy4gbM6fU18Q,Biden tours Hurricane Milton destruction in Florida,ABC News,25.0,"['abc news', 'damage', 'fema', 'florida', 'gma', 'hurricane milton', 'joe biden', 'p_cmsid=2494279', 'p_vid=news-114772770', 'politics', 'president', 'rebuild', 'ron desantis', 'siesta key', 'support', 'tampa', 'tour']","to their recovery from hurricane milton president biden turing the devastation in florida promising hundreds of millions of dollars in aid while hundreds of thousands of customers remain without power victoro has more this morning president biden vowing the government 's full force of aid after hurricane milton we 're going to do everything we can to get power back in your home not only helping you recover but to help you build back stronger the president returning to florida sunday just da after milton battered the state 's west coast already devastated by hurricane helen biden surveying the hardest hit areas and promising assistance to the sunshine state announcing $ 94 million in federal programs meeting with state and local officials in st petersburg and it 's a moments like this we come together to take care of each other not as democrats or republicans but as americans americans who need help the damage extensive got you search and rescue efforts taking place over the weekend tornadoes and flooding paralyzing cities sand suffocating beach towns nearly 500,000 customers without power as crews work around the clock restoring the impacted communities neighborhoods like lakeland 30 mi from tampa ripped apart our jaclyn lee speaking to gordon acron after part of his home swallowed into the ground by a sinkhole i saw the drywall on top of my car and i said oh my god the roof collapsed i thought it was a leak and then i ran in the garage but i got to the doorway and saw that the whole garage was n't there and as the state enters recovery mode fuel is still hard to find drivers waiting in long lines as tankers were seen being escorted by law enforcement to meet the demand quicker and here is that home half of it swallowed by a sinkhole millions have been impacted by milton andine now the health care system is grappling with the shortage of iv fluid because of a supply issue that was caused by the storms rebecca a long road ahead and we 're thinking of everyone there okay victor thank you"
M_REh5Fruug,UCBi2mrWuNuyYy4gbM6fU18Q,Hurricane Milton causing significant damage as it slams into Florida,ABC News,25.0,"['Florida', 'Floridians', 'Helene', 'Hurricane Milton', 'Sarasota', 'abc', 'abcnews', 'category 3', 'flooding', 'landfall', 'p_cmsid=2494279', 'p_vid=news-114673559', 'rain', 'storm', 'us', 'weather', 'winds']","thank you for joining us as we come on the air in the west coast hurricane milton slamming into the gulf coast of florida earlier tonight making landfall near sarasota is a category 3 storm with 120 mph winds those monster gust sending walls of water the wind even ripping off the roof of tropicana field which had been set up as a shelter dozens of tornadoes popping up across florida in st lucy county multiple fatalities firefighters rescuing residents from vehicles and structures with some trapped or unable to escape from overturned vehicles our team was on the ground across the state we turn first to whit johnson in tampa where it has been a difficult and dangerous night whit fire and we 're in downtown tampa right now this is after milton has made landfall and we 're starting to get these extreme hurricane forts wind guts coming through we 're in a fortified parking garage right now but i want to take you to the railings you can take a look below at the streets you can see the trees blowing there 's a sign across the street some of the palm fronds we 've actually seen some signs ripped off and some debris blowing down the street here that 's the thing with hurricane milton that they were worried about is the combination of these hurricane force wind gusts also the rain up to 12 in of rain potentially expected in this area and the potentially record-breaking storm surge of up to 9 ft we were here just 2 weeks ago and it was hurricane helen with that storm most of the concern was the flooding and it did pretty significant damage we actually went back to many of the same neighborhoods that were flooded from hurricane helen and we talked to people who hunkered down in that storm this time around they heated the warnings most of the people we spoke with said they were getting out and evacuating 13,000 people in the tampa area were staying in evacuation shelters we spoke to a number of families who lived here their whole lives and said they 'd never seen anything like this the onew punch from hurricane helen and milton we also talked to the fire chief who told us that when the storm is hitting which is happening right now they can not send emergency crews to respond to 911 calls so for those who did not evacuate they 're essentially on their own right now those search and rescue crews will 'll get out in high water vehicles and boats when the winds eventually subside fire with johnson and tampa thank you so much stay safe my friend we turn now to abc chief meteorologist jinger z joining us from fort meyers ginger what can you tell us so byron let me set the scene for you as we 've seen the onshore flow now the surge behind us has had debris in it you see that shed the door knob is almost reached with the water so if it gets higher that can be ripped apart i actually covered ian and they had a little shed there that they lost in ian and so we 're kind of repeating that part but we 're looking for a big time surge to still be pushing up as the storm pulls across the state it 's happening fast it 's racing and even by early tomorrow morning like 5:00 a.m. daytona beach to new smina could be feeling some of those hurricane forest gusts definitely tropical storm forest and i think we 'll see a lot of power outages overnight we 'll get rid of milton by tomorrow afternoon but not before it leaves behind up to 18 ines of rain and that 's for places like tampa bay that are on track for their wetest season on record so just unbelievable to watch that water push in the gulf of mexico has now breached the pool at our hotel byron our thanks to ginger we turn now to eva pilgrim on the ground in orlando eva byon we 're here in orlando and we are starting to see the more powerful winds and downpour from hurricane milton when you look at the track of where this hurricane is headed it 's going to be just south of orlando which puts us on the dirty side of the store meaning we are going to be getting all of that rain it is going to be very wet here as someone said it 's like a fire hose turned on in the area and and this area was getting prepared for that they drained some of the lakes to make space for the water they"
lJX2yJJ8FQk,UCBi2mrWuNuyYy4gbM6fU18Q,92 unaccounted for in North Carolina after Hurricane Helene,ABC News,25.0,"['ABC', 'ABC News', 'Florida', 'Helene', 'Hurricane', 'Milton', 'North Carolina', 'World News Tonight', 'catastrophic', 'disaster', 'emergency', 'p_cmsid=2494279', 'p_vid=news-114833119', 'storms', 'weather']",we turn next tonight to two new tropical threats we 're now watching of course the question could either of them make it to the us mainland chief meteorologist jinger z back with us tonight tracking it all hi ginger hey there david two areas of disorganized thunderstorms the one to the east has a better shot at becoming our next named storm by the end of this week and the start of the weekend so that one would be called naen and it will be something for the eastern caribbean in puerto rico to watch number one because you 've got conducive environment 4 to 6 dees warmer than average as it travels west northwest where it 's not conducive is once you get north of there so this is what 's going to protect us here from florida on up there 's wind shear that stuff that rips apart storms from the top but also that cold front gets all the way down into the middle of florida i mean tampa by thursday morning in the 50s so 5 to 15 degrees below average by tomorrow morning david lexington kentucky could even be hitting a record low ginger z back with us tonight ginger thank you meantime the devastation from the hurricanes that just hit and tonight the stunning new number here in north carolina authorities say at least 92 people are still unaccounted for meantime female workers who were halted by all of these threats amid the misinformation are now back at work tonight here 's victor kendo nearly three weeks after hurricane helen ravaged western north carolina tonight the governor announcing 92 people are still unaccounted for and officials are slamming the dangerous misinformation about the federal respon response if you 're participating in spreading this stuff stop it fema back on the ground tonight going door too after temporarily pausing some operations due to threats authorities arresting an armed man over the weekend for allegedly threatening female workers we are not going anywhere misinformation will not deter us from our mission of helping people period and in florida the massive cleanup after back-to- back hurricanes here in st pete beach debris from hurricanes helen and milton piling up lining both sides of the street a rush of water like flowing out andrea denight sharing this video draining our house showing water pouring out of her home during helen if you looked out the front window it was just like a lake up to your house a long recovery ahead it 's sad it 's beautiful neighborhood i 'm sure it will be someday again but it 's hard to see david there is debris all over st pete beach neighbors tell me they do n't even know who this boat belongs to debris collection will likely take weeks if not months david victor rendo again tonight victor thank you
h4w883w9-ek,UC8p1vwvWtl6T73JiExfWs1g,Latest on bomb cyclone damage and recovery efforts,CBS News,25.0,"['Storm', 'Storm Damage', 'Bomb Cyclone', 'California', 'Washington', 'Nevada', 'Severe Weather', 'The Daily Report with John Dickerson Clips', 'U.S.', 'CBS News']","scott macfarlane , our thanks to you . > > > areas of the northwest are recovering as a deadly storm known as a bomb cyclone tore through the region and now parts of the midwest and great lakes region are seeing their first snowfall of the year as an atmospheric river drenches northern california . it comes as parts of the northeast experience significant drought . cbs news correspondent carter evans has the latest on storm recovery from renton , washington . > > reporter : well , this is still a pretty common sight around seattle , downed power lines , stoplights that are out . these are high voltage transmission lines and normally i would never stand this close to them , about the i know for a fact after talking to linemen down the road these are deenergized . they 're fixing snapped poles and working their way up the street . there are a lot of power lines down and in a lot of cases trees knocked power lines down . there are a lot of big tall pine trees in the pacific northwest and when that storm came through with hurricane force winds in some areas , blew down those trees , landed on power lines , snapped poles , knocked power out to about 700,000 people . they 're slowly whittling away at that now , still a couple hundred thousand people without power , but they 've been making significant progress . this storm was very scary for residents . one person who works with one of the fire departments here told me that the storm sounded like a freight train when it was coming through . she could hear trees falling outside around her house and that she was so concerned she took her daughter downstairs to the basement because she was afraid they might be struck by a falling tree . another woman was killed by a falling tree . she was taking a shower in her house when the tree crashed on top of the house pinning her in the bathroom . they are stil"
qAj5ULbiiuk,UCXIJgqnII2ZOINSWNOGFThA,Hannity: The Biden admin has been ‘tone deaf’ to Hurricane Helene disaster,Fox News,25.0,"['hurricane helene damage', 'hurricane helene live', 'hurricane helene 2024', 'hurricane helene footage', 'hurricane helene north carolina', 'hurricane helene appalachia', 'hurricane helene vlog', 'hurricane helene aftermath', 'hurricane helene damage north carolina', 'hurricane helene path', 'hurricane helene florida', 'hurricane helene grandparents', 'hurricane helene asheville']",". welcome to hannity . tonight recovery efforts continue in parts of north carolina , south carolina , georgia tennessee virginia and florida . we have communities all across appellation . they are completely devastated . the situation tonight is dire , and according to reports on the ground the biden administration have been making it worse and they have been totally tone-deaf for over a week . this has been the worst federal hurricane response in the history of our country . connect elon musk 's been extremely generous and helpful to people in terms of restoring communications , he said fema is not really failing to adequately help people in trouble but they are actively blocking citizens who do try to help . he detailed a claim from a spacex engineer on the ground who 's accusing fema of blocking shipments of iran 's emergency starlink terminals which donald trump asked him to send and he generously sent . this is soulless . it is unconscionable . it is unforgivable . but in a statement fema frankly outright deny the allegation . and promoted their coordination with starlink during various natural disasters . apparently the message did n't get to the owner of starlink because that name is elon musk . in a letter issued to hold and secure he secretary alejandro mayorkas congressman matt gaetz details claims from government whistle-blowers that quote fema has wasted taxpayer funds , misappropriated funds , left other federal , state , and local responders without deployment orders on the ground . the letter continues quote hundreds if not thousands of service members were deployed by that apartment of the fence to north carolina and they have sat idle , waiting for fema . we have confirmed fema employees deployed on the clock awaiting orders are in hotels , when people the very lives may be at risk , even a week plus later . fema predisaster it was withheld , exacerbating the emergency it goes on . it has been a full week plus already . do n't forget . we only found out yesterday . a week after the hurricane , that according to dhs secretary mayor case he said it . he came out with the truth . iron-ore came from . america that fema is almost out of money and has been slow to distribute hurricane relief funds even though it 's been a very slow hurricane season . and now we know the reason why which every american should be infuriated about . joe biden and harris rated the budget . they spent a billion plus dollars on housing , food , education , health care , sex change operations , debit cards , expensive hotels all over the country for harrison joe biden 's 11 and a half million plus unvented illegal immigrants . many coming from countries with terror ties . many from our top geo-particle photos , and we know they are known terrorists in this country . no dozens of americans have been murdered by the unvented illegal immigrants . dozens have been even children . we know that there are hundreds of victims of violent crime by harris unvented illegal immigrants . know all that is true and its cost this country billions and we do n't have money for the people in north carolina , georgia , south carolina tennessee and florida . here 's a cold hard truth . joe biden and harris have prioritized their obsession of illegal immigrants overall view , the american people . other people people in north carolina south carolina georgia tennessee florida , they 've gotten almost nothing . so far i want time $ 750 payment although they 've only distributed about 4 million of that as of yesterday . and a promise may be more money down the road , if fema can find the cash which they do n't have as of now because he gave it away to harris biden illegal immigrants . kamala totally tone-deaf even a hollywood fund-raiser took precedence over hurricane victims . joe sat at his backside on a beach chair . this is why it 's kamala 's katrina . she 's the borders are . that money came from fema went right to her illegal immigrants that she says were not here , the borders secure in the borders closed . the president he 's totally checked out . believe me , you decide . > > what do they need after what you saw today ? > > the storm zone . > > yes , sir , . > > which storm are we talking about . they 're getting everything they need . they 're very happy . across the board"
W99Tbstk_gY,UC8p1vwvWtl6T73JiExfWs1g,"Dow plunges amid recession fears, Tropical Storm Debby threatens Georgia | CBS News 24/7",CBS News,25.0,['news'],[ music ] hi everyone i 'm vladimir g holy smokes it is a very very busy monday and we 're watching all the news happening in the united states and all around the world this is cbs news [ music ] 247 extreme weather debbie slams florida as a hurricane and is tearing through the south we 'll look at the latest path and the damage it is causing down to the wire vice president kamla harris is narrowing down her short list for a running mate but when will she make the big reveal we 'll tell you and israel is on high alert we look at how the us is preparing to respond if iran or hezbollah launch a retaliatory [ music ] strike but the big news this morning it 's breaking on wall street the dow is down over a th000 points this morning after the opening bell the s & p 500 and the nasdaq are also down sharply now this all comes after the dow fell over 600 points on friday following a weaker than expected july jobs report so let 's get straight to cbs news contributor jd durkin who joins me now for what 's happening and what 's contributing to this global selloff so uh jd uh is this a correction or is this a sign of things to come specifically for the market as you know the market 's a leading indicator could tell us some information about what we can expect for the economy vad at least according to economists and and majoret market technicians that i 've been talking with really since the sell-off started on thursday the overwhelming majority seems to say do n't panic we ca n't forget the occasional selloff is healthy to the market the s & p 500 averages about 11 % pullback every 12 to 18 months and also averages three 5 % pullbacks every year really so far year-to date in 2024 outside of the month of april it has been an incredibly strong year for the stock market with the s & p 500 the dow and the ndaq making all-time high after all-time high what we have right now is a bit of a perfect storm we 've got this downward pressure on japanese equities with a really poor performance from the japanese nik that carried over into footsy and the european stocks as well big tech earnings vlad here in the united states have so far disappointed with names like amazon and intel falling far short of expectations uh and then of course we got the geopolitical concerns which are front and center right now concerns over what happens with between iran and israel and pressure points that could put on uh commodities markets like oil uh so right now the overwhelming consensus seems to be do n't panic selling is normal but it does seem as if the pain is certainly here for the short term and things might be uh quite more choppy for the short term before things get better yeah but as uh we used to say during my 20 years on wall street volatility is your friend volatility is my friend and we 've already seen a little bit of a pullback just in the last couple of minutes that you and i have been speaking jd uh before the show the market was down over a th000 it 's already sort of pulling back also the cboe vix index which is sort of used by wall street investors as a way to gauge uh the temperature of of uh investing and investors has also pulled back from like 60 down to under 40 now yeah and that vix index what we call the fear index vlad as you well know from your years down on the street it basically measures what are called put options against the s & p 500 just a fancy way of saying if you 're investor and you believe you think that the s & p 500 is in for a chopping next 30 days or so that tends to spike what we call the fear index or the vix we did see it reach the highest level early this morning before the market opened going all the way back to march of 2020 vlad you certainly well know that 's not a time in recent history we want to make very many uh economic or market uh connections to but to your point we are starting to see a pair back the the losses across the indexes that were clear even an hour ago or so are starting to pair back so um it 's it it 's going to be a bit of a
